id,geometry
1,"{""coordinates"":[[[[-109.73834533444442,23.002238789331948,0.0],[-109.73819730979476,23.002369696667127,0.0],[-109.73770243132776,23.001857622062627,0.0],[-109.73800660095183,23.001614812455365,0.0],[-109.73813565901965,23.001764136197533,0.0],[-109.73808596289929,23.001805647593276,0.0],[-109.73807161580322,23.00179258202036,0.0],[-109.73800056168866,23.001847621101966,0.0],[-109.7380260734044,23.001871563095467,0.0],[-109.73800733823816,23.001886423641007,0.0],[-109.73834533444442,23.002238789331948,0.0]]]],""type"":""MultiPolygon""}"
