entidad,grupo,nombre,identificador,status,nivel,capa_nivel,unidad,tipo_desarrollo,tipo_unidad_nombre,descripcion,poligono,height,min_height,levels,color,precio,area_m2,precio_tipo,precio_m2,destino_inventario,oportunidad_id,pais_codigo,estado_cve,municipio_cve,codigo_postal,colonia,metadata_cuartos,metadata_patio_servicio,metadata_cocina,metadata_banos,metadata_m2_construccion,metadata_m2_terreno,metadata_frente,metadata_cisterna,metadata_terraza,metadata_roof_garden,metadata_vestidor_recamara_principal
desarrollo,Gran Peñón Residencial,Gran Peñón Residencial,GPR,disponible,,,,horizontal,,Desarrollo de Lotes habitacionales Gran Peñon Residencial,"{""coordinates"":[[[[-100.94041755416967,22.091229949025568],[-100.93411144541093,22.089924167113548],[-100.91235354268352,22.08525614968099],[-100.91243717382355,22.08493302936737],[-100.91520460427436,22.083336434876497],[-100.91657311383796,22.08182347152563],[-100.91981191980516,22.08129127336202],[-100.92178865584144,22.082522931969248],[-100.92397827114321,22.082963896161964],[-100.92635035438678,22.08285745652924],[-100.92871103338398,22.083195782504696],[-100.93767029639501,22.08922462070303],[-100.94041755416967,22.091229949025568]]]],""type"":""MultiPolygon""}",0,0,0,#95A5A6,,,,,,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
capa,Gran Peñón Residencial,M-8 Sección Arco de la Cañada,GPR / M-8 Sección Arco de la Cañada,disponible,0,,,,,,"SRID=4326;MULTIPOLYGON Z (((-100.93493938 22.09002174 0, -100.93493971 22.09002181 0, -100.93494005 22.09002186 0, -100.93494038 22.0900219 0, -100.93494072 22.09002193 0, -100.93494106 22.09002196 0, -100.93494139 22.09002196 0, -100.93494173 22.09002196 0, -100.93494207 22.09002195 0, -100.93494241 22.09002193 0, -100.93494274 22.09002189 0, -100.93494308 22.09002185 0, -100.93494341 22.09002179 0, -100.93494374 22.09002172 0, -100.93494407 22.09002165 0, -100.93494439 22.09002156 0, -100.93494472 22.09002146 0, -100.93494503 22.09002135 0, -100.93494535 22.09002123 0, -100.93494565 22.0900211 0, -100.93494596 22.09002096 0, -100.93494626 22.09002081 0, -100.93494655 22.09002065 0, -100.93494683 22.09002048 0, -100.93494711 22.09002031 0, -100.93494739 22.09002012 0, -100.93494765 22.09001992 0, -100.93494791 22.09001972 0, -100.93494816 22.09001951 0, -100.9349484 22.09001929 0, -100.93494863 22.09001906 0, -100.93494886 22.09001883 0, -100.93494908 22.09001858 0, -100.93494928 22.09001833 0, -100.93494948 22.09001808 0, -100.93494967 22.09001782 0, -100.93494985 22.09001755 0, -100.93495001 22.09001727 0, -100.93495017 22.090017 0, -100.93495032 22.09001671 0, -100.93495045 22.09001642 0, -100.93495058 22.09001613 0, -100.93495069 22.09001583 0, -100.9349508 22.09001553 0, -100.93495089 22.09001523 0, -100.93495097 22.09001492 0, -100.93495151 22.09001269 0, -100.93495157 22.09001239 0, -100.93495163 22.09001209 0, -100.93495168 22.09001179 0, -100.93495171 22.09001149 0, -100.93495173 22.09001118 0, -100.93495174 22.09001088 0, -100.93495174 22.09001057 0, -100.93495173 22.09001026 0, -100.93495171 22.09000996 0, -100.93495168 22.09000965 0, -100.93495164 22.09000935 0, -100.93495158 22.09000905 0, -100.93495152 22.09000875 0, -100.93495144 22.09000845 0, -100.93495135 22.09000816 0, -100.93495125 22.09000787 0, -100.93495115 22.09000758 0, -100.93495103 22.09000729 0, -100.9349509 22.09000701 0, -100.93495076 22.09000674 0, -100.93495061 22.09000646 0, -100.93495045 22.0900062 0, -100.93495028 22.09000593 0, -100.9349501 22.09000568 0, -100.93494992 22.09000543 0, -100.93494972 22.09000518 0, -100.93494952 22.09000494 0, -100.9349493 22.09000471 0, -100.93494689 22.09000209 0, -100.93494457 22.08999938 0, -100.93494236 22.08999661 0, -100.93494025 22.08999377 0, -100.93493826 22.08999086 0, -100.93493637 22.08998788 0, -100.93493459 22.08998485 0, -100.93493292 22.08998176 0, -100.93493138 22.08997862 0, -100.93492995 22.08997543 0, -100.93492864 22.08997219 0, -100.93492745 22.08996892 0, -100.93492639 22.08996561 0, -100.93492545 22.08996226 0, -100.93492463 22.08995889 0, -100.93492395 22.0899555 0, -100.93492338 22.08995208 0, -100.93492295 22.08994865 0, -100.93492265 22.0899452 0, -100.93492247 22.08994175 0, -100.93492242 22.08993829 0, -100.93492251 22.08993484 0, -100.93492272 22.08993139 0, -100.93492306 22.08992794 0, -100.93492353 22.08992451 0, -100.93492412 22.0899211 0, -100.93492484 22.08991771 0, -100.93492569 22.08991435 0, -100.93492667 22.08991101 0, -100.93492777 22.08990771 0, -100.93492899 22.08990445 0, -100.93493033 22.08990123 0, -100.93493179 22.08989805 0, -100.93493337 22.08989492 0, -100.93493506 22.08989185 0, -100.93493687 22.08988883 0, -100.93493879 22.08988587 0, -100.93494082 22.08988298 0, -100.93494296 22.08988015 0, -100.9349452 22.0898774 0, -100.93494754 22.08987472 0, -100.93494998 22.08987212 0, -100.93495251 22.08986959 0, -100.93495514 22.08986715 0, -100.93495786 22.0898648 0, -100.93496066 22.08986254 0, -100.93496355 22.08986037 0, -100.93496652 22.0898583 0, -100.93496956 22.08985632 0, -100.93497267 22.08985444 0, -100.93497586 22.08985267 0, -100.9349791 22.08985099 0, -100.93498241 22.08984943 0, -100.93498577 22.08984797 0, -100.93498919 22.08984663 0, -100.93499102 22.0898459 0, -100.93499283 22.08984512 0, -100.9349946 22.08984429 0, -100.93499634 22.08984339 0, -100.93499805 22.08984245 0, -100.93499973 22.08984144 0, -100.93500136 22.08984039 0, -100.93500296 22.08983928 0, -100.93500451 22.08983812 0, -100.93500603 22.08983692 0, -100.93500749 22.08983567 0, -100.93500891 22.08983437 0, -100.93501028 22.08983302 0, -100.9350116 22.08983164 0, -100.93501287 22.08983021 0, -100.93501409 22.08982874 0, -100.93501525 22.08982723 0, -100.93501635 22.08982569 0, -100.9350174 22.08982412 0, -100.93501839 22.08982251 0, -100.93501932 22.08982087 0, -100.93502019 22.0898192 0, -100.935021 22.08981751 0, -100.93509101 22.08966352 0, -100.93509567 22.08965278 0, -100.93509995 22.0896419 0, -100.93510385 22.08963089 0, -100.93510735 22.08961977 0, -100.93511046 22.08960855 0, -100.93511317 22.08959724 0, -100.93511548 22.08958585 0, -100.93511739 22.08957439 0, -100.93511889 22.08956289 0, -100.93511999 22.08955134 0, -100.93512067 22.08953977 0, -100.93512095 22.08952818 0, -100.93512082 22.08951659 0, -100.93512028 22.08950501 0, -100.93511933 22.08949346 0, -100.9351003 22.08930307 0, -100.93509909 22.08928846 0, -100.93509838 22.08927383 0, -100.93509817 22.08925918 0, -100.93509846 22.08924454 0, -100.93509925 22.08922991 0, -100.93510054 22.08921531 0, -100.93511483 22.08907977 0, -100.93511608 22.08906943 0, -100.93511764 22.08905912 0, -100.93511951 22.08904886 0, -100.93512169 22.08903865 0, -100.93512202 22.08903705 0, -100.9351223 22.08903545 0, -100.93512251 22.08903383 0, -100.93512267 22.08903221 0, -100.93512276 22.08903059 0, -100.9351228 22.08902896 0, -100.93512277 22.08902733 0, -100.93512268 22.08902571 0, -100.93512254 22.08902409 0, -100.93512233 22.08902247 0, -100.93512206 22.08902086 0, -100.93512174 22.08901927 0, -100.93512135 22.08901768 0, -100.93512091 22.0890161 0, -100.9351204 22.08901455 0, -100.93511984 22.08901301 0, -100.93511923 22.08901148 0, -100.93511855 22.08900998 0, -100.93511782 22.0890085 0, -100.93511704 22.08900705 0, -100.9351162 22.08900562 0, -100.93511531 22.08900422 0, -100.93511437 22.08900285 0, -100.93511338 22.08900151 0, -100.93511234 22.08900021 0, -100.93511125 22.08899893 0, -100.93511012 22.0889977 0, -100.93510894 22.0889965 0, -100.93510771 22.08899534 0, -100.93510644 22.08899422 0, -100.93510514 22.08899314 0, -100.93510379 22.08899211 0, -100.93510241 22.08899111 0, -100.93510098 22.08899017 0, -100.93509953 22.08898927 0, -100.93509804 22.08898842 0, -100.93509652 22.08898761 0, -100.93509498 22.08898686 0, -100.9350934 22.08898616 0, -100.9350918 22.0889855 0, -100.93509018 22.0889849 0, -100.93508853 22.08898436 0, -100.93508687 22.08898386 0, -100.93508519 22.08898342 0, -100.93508349 22.08898304 0, -100.93508178 22.08898271 0, -100.93508006 22.08898243 0, -100.93507833 22.08898221 0, -100.9350766 22.08898205 0, -100.93507485 22.08898194 0, -100.93507311 22.08898189 0, -100.93507136 22.0889819 0, -100.93506962 22.08898196 0, -100.93506788 22.08898208 0, -100.93506614 22.08898225 0, -100.93500124 22.08898984 0, -100.93497408 22.08899345 0, -100.93494707 22.08899792 0, -100.93492024 22.08900324 0, -100.93489361 22.0890094 0, -100.93486723 22.0890164 0, -100.93484112 22.08902424 0, -100.9348153 22.08903289 0, -100.93473151 22.08906162 0, -100.93472539 22.08906355 0, -100.9347192 22.08906528 0, -100.93471295 22.0890668 0, -100.93470665 22.08906812 0, -100.9347003 22.08906924 0, -100.93469391 22.08907014 0, -100.9346875 22.08907084 0, -100.93468106 22.08907133 0, -100.93467461 22.08907162 0, -100.93466815 22.08907169 0, -100.93466169 22.08907155 0, -100.93465524 22.0890712 0, -100.9346488 22.08907064 0, -100.9346424 22.08906988 0, -100.93463602 22.0890689 0, -100.93462969 22.08906772 0, -100.9346234 22.08906633 0, -100.93461841 22.08906508 0, -100.93461346 22.0890637 0, -100.93460856 22.08906218 0, -100.9346037 22.08906055 0, -100.9345989 22.08905894 0, -100.93459404 22.0890575 0, -100.93458913 22.08905621 0, -100.93458418 22.08905508 0, -100.93457918 22.08905412 0, -100.93457416 22.08905331 0, -100.9345691 22.08905267 0, -100.93456403 22.08905219 0, -100.93455894 22.08905188 0, -100.93455384 22.08905173 0, -100.93454874 22.08905175 0, -100.93454364 22.08905194 0, -100.93453856 22.08905228 0, -100.93453349 22.0890528 0, -100.93452844 22.08905347 0, -100.93452342 22.08905431 0, -100.93448971 22.08906071 0, -100.93446023 22.08907179 0, -100.93446279 22.08908825 0, -100.93441971 22.08909469 0, -100.93437647 22.0891001 0, -100.93456566 22.08954779 0, -100.93432771 22.08989311 0, -100.93493938 22.09002174 0)))",0,0,0,#95A5A6,,,,,,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
unidad,Gran Peñón Residencial,Lote 1,GPR / M-8 Sección Arco de la Cañada / Lote 1,disponible,,0,1,,Terreno Departamental,Lotes de terreno Residenciales LOTE 1,"SRID=4326;MULTIPOLYGON Z (((-100.93480035 22.08920539 0, -100.9350983 22.08924981 0, -100.93509873 22.08923829 0, -100.93509948 22.08922679 0, -100.93510054 22.08921531 0, -100.93511483 22.08907977 0, -100.93511608 22.08906943 0, -100.93511764 22.08905912 0, -100.93511951 22.08904886 0, -100.93512169 22.08903865 0, -100.93512202 22.08903705 0, -100.9351223 22.08903545 0, -100.93512251 22.08903383 0, -100.93512267 22.08903221 0, -100.93512276 22.08903059 0, -100.9351228 22.08902896 0, -100.93512277 22.08902733 0, -100.93512268 22.08902571 0, -100.93512254 22.08902409 0, -100.93512233 22.08902247 0, -100.93512206 22.08902086 0, -100.93512174 22.08901927 0, -100.93512135 22.08901768 0, -100.93512091 22.0890161 0, -100.9351204 22.08901455 0, -100.93511984 22.08901301 0, -100.93511923 22.08901148 0, -100.93511855 22.08900998 0, -100.93511782 22.0890085 0, -100.93511704 22.08900705 0, -100.9351162 22.08900562 0, -100.93511531 22.08900422 0, -100.93511437 22.08900285 0, -100.93511338 22.08900151 0, -100.93511234 22.08900021 0, -100.93511125 22.08899893 0, -100.93511012 22.0889977 0, -100.93510894 22.0889965 0, -100.93510771 22.08899534 0, -100.93510644 22.08899422 0, -100.93510514 22.08899314 0, -100.93510379 22.08899211 0, -100.93510241 22.08899111 0, -100.93510098 22.08899017 0, -100.93509953 22.08898927 0, -100.93509804 22.08898842 0, -100.93509652 22.08898761 0, -100.93509498 22.08898686 0, -100.9350934 22.08898616 0, -100.9350918 22.0889855 0, -100.93509018 22.0889849 0, -100.93508853 22.08898436 0, -100.93508687 22.08898386 0, -100.93508519 22.08898342 0, -100.93508349 22.08898304 0, -100.93508178 22.08898271 0, -100.93508006 22.08898243 0, -100.93507833 22.08898221 0, -100.9350766 22.08898205 0, -100.93507485 22.08898194 0, -100.93507311 22.08898189 0, -100.93507136 22.0889819 0, -100.93506962 22.08898196 0, -100.93506788 22.08898208 0, -100.93506614 22.08898225 0, -100.93500124 22.08898984 0, -100.93497392 22.08899348 0, -100.93494675 22.08899798 0, -100.93491976 22.08900334 0, -100.93489299 22.08900956 0, -100.93486645 22.08901662 0, -100.9348402 22.08902453 0, -100.93481424 22.08903326 0, -100.93480035 22.08920539 0)))",0,0,0,#FFFFFF,5532940,790.42,,,comercial,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
unidad,Gran Peñón Residencial,Lote 2,GPR / M-8 Sección Arco de la Cañada / Lote 2,vendido,,0,2,,Terreno Departamental,Lotes de terreno Residenciales,"SRID=4326;MULTIPOLYGON Z (((-100.93449032 22.08936949 0, -100.93478357 22.08941322 0, -100.93481424 22.08903326 0, -100.93473151 22.08906162 0, -100.93472539 22.08906355 0, -100.9347192 22.08906528 0, -100.93471295 22.0890668 0, -100.93470665 22.08906812 0, -100.9347003 22.08906924 0, -100.93469391 22.08907014 0, -100.9346875 22.08907084 0, -100.93468106 22.08907133 0, -100.9346746 22.08907162 0, -100.93466814 22.08907169 0, -100.93466169 22.08907155 0, -100.93465524 22.0890712 0, -100.9346488 22.08907064 0, -100.9346424 22.08906988 0, -100.93463602 22.0890689 0, -100.93462969 22.08906772 0, -100.9346234 22.08906633 0, -100.93461841 22.08906508 0, -100.93461346 22.0890637 0, -100.93460856 22.08906218 0, -100.9346037 22.08906055 0, -100.9345989 22.08905894 0, -100.93459404 22.0890575 0, -100.93458913 22.08905621 0, -100.93458418 22.08905508 0, -100.93457918 22.08905412 0, -100.93457416 22.08905331 0, -100.9345691 22.08905267 0, -100.93456403 22.08905219 0, -100.93455894 22.08905188 0, -100.93455384 22.08905173 0, -100.93454874 22.08905175 0, -100.93454364 22.08905194 0, -100.93453856 22.08905228 0, -100.93453349 22.0890528 0, -100.93452844 22.08905347 0, -100.93452342 22.08905431 0, -100.93448971 22.08906071 0, -100.93446023 22.08907179 0, -100.93446279 22.08908825 0, -100.93441971 22.08909469 0, -100.93437647 22.0891001 0, -100.93449032 22.08936949 0)))",0,0,0,#FFFFFF,1937910,1365.97,,,comercial,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
unidad,Gran Peñón Residencial,Lote 3,GPR / M-8 Sección Arco de la Cañada / Lote 3,vendido,,0,3,,Terreno Departamental,Lotes de terreno Residenciales LOTE 3 VENDIDO,"SRID=4326;MULTIPOLYGON Z (((-100.93478648 22.08937707 0, -100.93511255 22.08942569 0, -100.9351003 22.08930307 0, -100.93509918 22.08928978 0, -100.93509847 22.08927647 0, -100.93509818 22.08926314 0, -100.9350983 22.08924981 0, -100.93480035 22.08920539 0, -100.93478648 22.08937707 0)))",0,0,0,#FFFFFF,4010175,616.95,,,comercial,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
unidad,Gran Peñón Residencial,Lote 4,GPR / M-8 Sección Arco de la Cañada / Lote 4,vendido,,0,4,,Terreno Departamental,Lotes de terreno Residenciales LOTE 4 VENDIDO,"SRID=4326;MULTIPOLYGON Z (((-100.93449032 22.08936949 0, -100.93449032 22.08936949 0, -100.93456566 22.08954779 0, -100.93455577 22.08956215 0, -100.93509946 22.08964321 0, -100.93510344 22.08963212 0, -100.93510701 22.08962091 0, -100.93511019 22.08960959 0, -100.93511296 22.08959818 0, -100.93511533 22.08958669 0, -100.93511728 22.08957514 0, -100.93511882 22.08956353 0, -100.93511995 22.08955188 0, -100.93512066 22.0895402 0, -100.93512095 22.08952851 0, -100.93512082 22.08951681 0, -100.93512028 22.08950512 0, -100.93511933 22.08949346 0, -100.93511627 22.08946282 0, -100.93449032 22.08936949 0)))",0,0,0,#FFFFFF,7945925,1222.45,,,comercial,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
unidad,Gran Peñón Residencial,Lote 5,GPR / M-8 Sección Arco de la Cañada / Lote 5,vendido,,0,5,,Terreno Departamental,Lotes de terreno Residenciales VENDIDO,"SRID=4326;MULTIPOLYGON Z (((-100.93444148 22.089728 0, -100.93502232 22.08981461 0, -100.93509101 22.08966352 0, -100.9350954 22.08965343 0, -100.93509946 22.08964321 0, -100.93455577 22.08956215 0, -100.93444148 22.089728 0)))",0,0,0,#FFFFFF,7644325,1179.05,,,comercial,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
unidad,Gran Peñón Residencial,Lote 6,GPR / M-8 Sección Arco de la Cañada / Lote 6,disponible,,0,6,,Terreno Departamental,Lotes de terreno Residenciales,"SRID=4326;MULTIPOLYGON Z (((-100.93473922 22.08997965 0, -100.93493938 22.09002174 0, -100.93493971 22.09002181 0, -100.93494005 22.09002186 0, -100.93494038 22.0900219 0, -100.93494072 22.09002193 0, -100.93494106 22.09002196 0, -100.93494139 22.09002196 0, -100.93494173 22.09002196 0, -100.93494207 22.09002195 0, -100.93494241 22.09002193 0, -100.93494274 22.09002189 0, -100.93494308 22.09002185 0, -100.93494341 22.09002179 0, -100.93494374 22.09002172 0, -100.93494407 22.09002165 0, -100.93494439 22.09002156 0, -100.93494472 22.09002146 0, -100.93494503 22.09002135 0, -100.93494535 22.09002123 0, -100.93494565 22.0900211 0, -100.93494596 22.09002096 0, -100.93494626 22.09002081 0, -100.93494655 22.09002065 0, -100.93494683 22.09002048 0, -100.93494711 22.09002031 0, -100.93494739 22.09002012 0, -100.93494765 22.09001992 0, -100.93494791 22.09001972 0, -100.93494816 22.09001951 0, -100.9349484 22.09001929 0, -100.93494863 22.09001906 0, -100.93494886 22.09001883 0, -100.93494908 22.09001858 0, -100.93494928 22.09001833 0, -100.93494948 22.09001808 0, -100.93494967 22.09001782 0, -100.93494985 22.09001755 0, -100.93495001 22.09001727 0, -100.93495017 22.090017 0, -100.93495032 22.09001671 0, -100.93495045 22.09001642 0, -100.93495058 22.09001613 0, -100.93495069 22.09001583 0, -100.9349508 22.09001553 0, -100.93495089 22.09001523 0, -100.93495097 22.09001492 0, -100.93495151 22.09001269 0, -100.93495157 22.09001239 0, -100.93495163 22.09001209 0, -100.93495168 22.09001179 0, -100.93495171 22.09001149 0, -100.93495173 22.09001118 0, -100.93495174 22.09001088 0, -100.93495174 22.09001057 0, -100.93495173 22.09001026 0, -100.93495171 22.09000996 0, -100.93495168 22.09000965 0, -100.93495164 22.09000935 0, -100.93495158 22.09000905 0, -100.93495152 22.09000875 0, -100.93495144 22.09000845 0, -100.93495135 22.09000816 0, -100.93495125 22.09000787 0, -100.93495115 22.09000758 0, -100.93495103 22.09000729 0, -100.9349509 22.09000701 0, -100.93495076 22.09000674 0, -100.93495061 22.09000646 0, -100.93495045 22.0900062 0, -100.93495028 22.09000593 0, -100.9349501 22.09000568 0, -100.93494992 22.09000543 0, -100.93494972 22.09000518 0, -100.93494952 22.09000494 0, -100.9349493 22.09000471 0, -100.93494689 22.09000209 0, -100.93494457 22.08999938 0, -100.93494236 22.08999661 0, -100.93494025 22.08999377 0, -100.93493826 22.08999086 0, -100.93493637 22.08998788 0, -100.93493459 22.08998485 0, -100.93493292 22.08998176 0, -100.93493138 22.08997862 0, -100.93492995 22.08997543 0, -100.93492864 22.08997219 0, -100.93492745 22.08996892 0, -100.93492639 22.08996561 0, -100.93492545 22.08996226 0, -100.93492463 22.08995889 0, -100.93492395 22.0899555 0, -100.93492339 22.08995208 0, -100.93492295 22.08994865 0, -100.93492265 22.0899452 0, -100.93492247 22.08994175 0, -100.93492242 22.08993829 0, -100.93492251 22.08993484 0, -100.93492272 22.08993139 0, -100.93492306 22.08992794 0, -100.93492353 22.08992452 0, -100.93492412 22.0899211 0, -100.93492484 22.08991771 0, -100.93492569 22.08991435 0, -100.93492667 22.08991101 0, -100.93492777 22.08990771 0, -100.93492899 22.08990445 0, -100.93493033 22.08990123 0, -100.93493179 22.08989805 0, -100.93493337 22.08989492 0, -100.93493506 22.08989185 0, -100.93493687 22.08988883 0, -100.93493879 22.08988587 0, -100.93494082 22.08988298 0, -100.93494296 22.08988015 0, -100.9349452 22.0898774 0, -100.93494754 22.08987472 0, -100.93494998 22.08987212 0, -100.93495251 22.08986959 0, -100.93495514 22.08986715 0, -100.93495786 22.0898648 0, -100.93496066 22.08986254 0, -100.93496355 22.08986037 0, -100.93496652 22.0898583 0, -100.93496956 22.08985632 0, -100.93497267 22.08985444 0, -100.93497586 22.08985267 0, -100.9349791 22.08985099 0, -100.93498241 22.08984943 0, -100.93498577 22.08984797 0, -100.93498919 22.08984663 0, -100.93499102 22.0898459 0, -100.93499283 22.08984512 0, -100.9349946 22.08984429 0, -100.93499634 22.08984339 0, -100.93499805 22.08984245 0, -100.93499973 22.08984144 0, -100.93500136 22.08984039 0, -100.93500296 22.08983928 0, -100.93500451 22.08983812 0, -100.93500603 22.08983692 0, -100.93500749 22.08983567 0, -100.93500891 22.08983437 0, -100.93501028 22.08983302 0, -100.9350116 22.08983164 0, -100.93501287 22.08983021 0, -100.93501409 22.08982874 0, -100.93501525 22.08982723 0, -100.93501635 22.08982569 0, -100.9350174 22.08982412 0, -100.93501839 22.08982251 0, -100.93501932 22.08982087 0, -100.93502019 22.0898192 0, -100.935021 22.08981751 0, -100.93502232 22.08981461 0, -100.93477391 22.08977757 0, -100.93473922 22.08997965 0)))",0,0,0,#FFFFFF,3119155,479.87,,,comercial,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
unidad,Gran Peñón Residencial,Lote 7,GPR / M-8 Sección Arco de la Cañada / Lote 7,disponible,,0,7,,Terreno Departamental,Lotes de terreno Residenciales,"SRID=4326;MULTIPOLYGON Z (((-100.93473922 22.08997965 0, -100.934559 22.08994175 0, -100.93459185 22.08975042 0, -100.93477391 22.08977757 0, -100.93473922 22.08997965 0)))",0,0,0,#FFFFFF,2728635,419.79,,,comercial,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
unidad,Gran Peñón Residencial,Lote 8,GPR / M-8 Sección Arco de la Cañada / Lote 8,disponible,,0,8,,Terreno Departamental,Lotes de terreno Residenciales,"SRID=4326;MULTIPOLYGON Z (((-100.93459185 22.08975042 0, -100.934559 22.08994175 0, -100.93432771 22.08989311 0, -100.93444148 22.089728 0, -100.93459185 22.08975042 0)))",0,0,0,#FFFFFF,2719925,418.45,,,comercial,,MX,24,28,78398,Aguaje 2000,,,,,,,,,,,
